	TF	Target	Label
380	17884	33798	0
16	1369	12673	1
1191	36415	52	1
62	3134	28662	1
915	28444	9417	1
240	8119	26349	1
800	26518	1711	1
374	12404	22920	1
908	28188	21267	1
271	8456	15381	1
360	12404	8577	1
933	28638	7706	1
514	15506	4110	1
737	33882	28358	0
597	27494	18258	0
709	22072	8183	1
632	29039	3098	0
878	27341	36827	1
537	15512	35319	1
72	4020	13073	0
1035	31265	12663	1
271	12722	13954	0
500	22929	17775	0
547	27011	31396	0
78	3443	14872	1
882	27437	30987	1
411	18698	6349	0
771	25166	12816	1
117	6520	15046	0
60	3134	12450	1
96	4846	23903	0
230	7775	18037	1
696	31265	6998	0
616	28230	22699	0
712	31655	15392	0
436	19196	34554	0
1020	30927	27123	1
1031	31053	31798	1
178	8401	30774	0
239	8119	12154	1
5	5	14733	1
333	12032	8628	1
805	36454	22552	0
263	12670	16227	0
704	31493	8266	0
102	5674	16648	0
677	30692	8118	0
572	27125	1101	0
348	15506	3455	0
646	19196	36759	1
723	31798	36971	0
108	6374	4536	0
55	3443	22107	0
934	28638	13620	1
1089	33240	22591	1
339	12032	23120	1
490	22184	8544	0
1086	33240	7317	1
472	22071	9203	0
209	7390	21350	1
119	6520	27455	0
296	14118	8478	0
792	26349	12154	1
653	29822	26138	0
629	28638	28332	0
245	8183	15604	1
699	31316	8157	0
256	12404	27432	0
446	19455	35853	0
1171	36352	23507	1
338	12032	21760	1
10	978	13406	0
754	35379	37123	0
718	31705	26551	0
714	22072	19001	1
398	18324	12939	0
140	4846	7317	1
819	27018	26349	1
686	30927	21321	0
1006	30692	30943	1
212	7540	9360	1
666	30692	9316	0
192	8682	35659	0
685	30927	36018	0
955	29687	51	1
205	9360	13788	0
101	5674	30993	0
395	12701	26349	1
150	7775	13360	0
1136	35760	17636	1
704	22071	19196	1
73	4083	3043	0
314	9563	431	1
794	36400	14402	0
440	19447	18262	0
447	14278	22057	1
300	14278	12401	0
136	4614	30828	1
1108	34244	32190	1
66	3192	52	1
139	4663	371	1
780	25855	14733	1
767	35760	30953	0
381	12404	31734	1
556	27123	34431	0
571	17884	15506	1
544	26632	4267	0
233	12154	12060	0
130	7382	14674	0
394	18080	17678	0
153	7775	754	0
381	17884	8427	0
813	27011	3696	1
465	14462	14020	1
689	31031	31596	0
94	3735	18037	1
715	31705	2875	0
800	36415	4129	0
656	30005	22937	0
391	12701	3696	1
298	14278	11600	0
831	27123	31337	1
44	3134	4232	0
623	19019	27123	1
227	7775	14020	1
671	30692	36638	0
222	12032	16850	0
1027	31031	33882	1
967	29822	12032	1
162	8183	27091	0
61	3696	15804	0
443	14118	7775	1
258	8241	23425	1
930	28541	36272	1
26	1987	22057	1
919	28528	22061	1
574	27125	13669	0
406	18698	30165	0
670	30692	28760	0
580	18037	13702	1
781	25855	18879	1
429	19196	21979	0
970	29980	34392	1
463	21626	32025	0
316	14462	33191	0
578	27125	1568	0
617	28420	25290	0
593	27341	27976	0
71	3192	25352	1
651	29687	27435	0
102	4020	2921	1
1189	36400	31655	1
434	19196	2745	0
582	27203	13656	0
354	12404	1751	1
347	15506	15586	0
626	19196	313	1
734	22562	23130	1
706	22071	34964	1
784	36295	28203	0
232	12032	31197	0
317	9563	12670	1
726	22302	3174	1
787	36335	25749	0
568	27124	36242	0
951	29277	22061	1
615	28230	33610	0
751	23143	7390	1
259	12404	26434	0
331	15058	15609	0
964	29687	35319	1
213	9563	28631	0
135	4614	28048	1
622	19001	31655	1
534	26349	29038	0
735	33465	17706	0
741	22929	9291	1
549	27018	5128	0
833	27124	1862	1
173	6520	27085	1
494	15081	4276	1
181	8486	35939	0
1122	35379	9131	1
357	12404	7860	1
1109	34590	12154	1
245	12404	17891	0
11	1369	13016	0
530	26349	31624	0
350	15506	21521	0
327	14753	4527	0
242	12404	18157	0
282	13357	34428	0
909	28230	26830	1
413	13131	15549	1
466	21701	3274	0
748	34737	28538	0
735	22562	36991	1
106	5798	16073	0
201	9291	27047	0
516	25166	15572	0
27	2574	80	0
76	4083	35889	0
323	14554	27646	0
13	1369	29297	0
109	6374	27122	0
673	30692	22056	0
289	8682	34310	1
746	23130	37199	1
200	9291	22947	0
139	7390	25275	0
111	6374	37302	0
90	4614	29961	0
27	1987	26099	1
602	18490	26092	1
1185	36400	27018	1
708	22072	6966	1
870	27341	12154	1
659	30121	31001	0
390	18041	35563	0
663	19455	19196	1
649	29687	45	0
486	22072	27834	0
492	15058	23130	1
186	8682	30440	0
797	36400	13062	0
944	29062	22562	1
477	22072	18108	0
417	19001	26842	0
719	22072	31655	1
589	27341	9236	0
180	8486	26033	0
837	27124	5461	1
614	18698	34737	1
710	31655	29195	0
152	5674	35319	1
706	31655	35077	0
244	8183	15381	1
605	27862	8898	0
592	18227	34392	1
433	19196	8254	0
842	27124	17572	1
209	9563	26903	0
450	19455	26332	0
445	19455	12938	0
990	30692	4277	1
295	14118	36119	0
1062	31705	409	1
694	31265	22415	0
236	7860	14956	1
107	6281	35828	0
473	14554	978	1
171	6520	19455	1
203	9291	2934	0
761	35506	2411	0
806	36747	37236	0
668	19576	3443	1
626	28541	27937	0
494	22302	15649	0
328	14753	4222	0
329	14753	18595	0
991	30692	4278	1
1076	31798	22057	1
914	28437	24802	1
8	146	11866	0
308	9360	2366	1
936	28638	30943	1
430	13591	13131	1
15	1369	14016	0
499	22929	2715	0
422	13357	22566	1
35	2814	22896	0
336	15081	2242	0
170	6520	19196	1
587	27203	16997	0
68	4020	13354	0
528	26203	17708	0
405	18644	3729	0
651	19447	19019	1
193	6834	34180	1
125	6834	21466	0
296	9224	6834	1
127	4614	4110	1
337	15329	8398	0
843	27124	17701	1
810	26907	12296	1
861	27203	6966	1
788	26349	3696	1
718	22072	28318	1
609	18698	17691	1
282	8682	2804	1
225	12032	16466	0
1004	30692	26830	1
1135	35524	8748	1
564	17666	34392	1
264	12701	21273	0
195	8979	29757	0
576	18037	3595	1
323	9563	31881	1
37	3049	20816	0
607	27990	17973	0
577	18037	6697	1
17	1369	22363	1
1005	30692	27990	1
272	12722	14074	0
337	12032	19705	1
196	7382	5645	1
122	6834	34625	0
432	13591	36416	1
558	27123	24252	0
804	26632	12032	1
722	31798	26248	0
307	14381	18262	0
775	25191	3696	1
549	15683	55	1
45	3134	31149	0
278	13131	6268	0
149	7775	1877	0
581	27130	4949	0
222	7775	3595	1
911	28420	4278	1
255	8224	21267	1
665	19455	27324	1
435	19196	30965	0
10	57	23451	1
131	7390	15808	0
176	8401	31281	0
618	18879	14733	1
390	12670	27123	1
508	23143	1364	0
1123	35379	36742	1
1184	36400	26349	1
533	15512	22594	1
747	34737	1895	0
106	4020	35319	1
872	27341	26349	1
493	22302	9731	0
416	19001	21335	0
70	4020	1696	0
50	3192	33463	0
460	14423	9360	1
309	14423	5158	0
490	14986	13614	1
675	30692	21941	0
518	25166	21562	0
485	14753	19196	1
677	20941	15329	1
52	3049	27828	1
228	12032	14760	0
523	25855	37215	0
774	25166	34180	1
902	28001	18037	1
672	30692	19771	0
237	12154	26423	0
620	19001	12154	1
243	12404	2115	0
1120	35279	35319	1
663	30567	7156	0
100	5442	35824	0
540	26632	10159	0
100	3931	146	1
309	9360	6448	1
239	12154	21493	0
1	5	82	0
517	15506	28048	1
818	27018	15381	1
570	27124	37010	0
945	29062	24802	1
957	29687	14863	1
302	9291	14827	1
422	19196	5667	0
566	17835	9360	1
612	18698	32157	1
428	13591	8748	1
551	27018	30986	0
742	22929	30828	1
661	19455	14747	1
1022	30927	34580	1
937	29039	7613	1
1169	36352	15679	1
893	27833	20996	1
89	4614	28415	0
392	18041	33843	0
734	33289	34243	0
521	15512	456	1
926	28541	23139	1
646	29687	16548	0
246	12404	17825	0
48	3192	3955	0
492	22302	22569	0
92	3696	26349	1
419	13337	8183	1
587	18080	20996	1
194	8818	28535	0
322	14554	35623	0
210	9563	8298	0
1201	36454	30828	1
703	31493	21429	0
142	4946	14613	1
624	19019	27124	1
331	12032	7911	1
327	9764	2921	1
220	7540	30943	1
504	23139	31427	0
55	3122	409	1
458	14381	5595	1
846	27124	31337	1
698	31265	21901	0
894	27833	22302	1
666	19455	36759	1
318	14462	17241	0
280	13337	206	0
426	19196	14179	0
103	5674	7099	0
351	15512	25320	0
563	27124	30142	0
275	12931	28366	0
24	2406	35896	0
879	27350	13958	1
509	23143	36042	0
474	22071	34463	0
481	22072	2537	0
952	29378	29816	1
199	9291	17134	0
375	12404	25333	1
1013	30828	26806	1
207	9360	2144	0
40	3122	33559	0
147	7775	35058	0
510	23143	32370	0
777	36175	27768	0
410	18698	29432	0
1039	31316	27508	1
713	22072	13490	1
781	36293	1941	0
86	4614	11911	0
759	23280	12296	1
88	3696	8183	1
889	27494	32091	1
464	14462	13178	1
702	31493	22205	0
684	30927	6632	0
896	27862	7613	1
633	29039	18311	0
961	29687	21692	1
829	27123	27124	1
7	146	34277	0
449	14278	32044	1
557	16142	19196	1
694	21701	27334	1
366	15577	18066	0
293	14022	21019	0
326	9606	25191	1
599	18324	30943	1
586	27203	37292	0
373	16142	6768	0
575	17884	35599	1
384	18037	28364	0
700	31331	26757	0
715	22072	27203	1
1061	31655	35847	1
601	27833	31484	0
208	7390	19058	1
711	31655	21554	0
858	27125	31337	1
372	16142	32396	0
291	8818	2921	1
739	33885	22793	0
452	19578	3808	0
363	15516	451	0
803	36454	11950	0
1188	36400	30724	1
736	33465	14045	0
362	15512	2488	0
37	2690	11	1
341	15381	21047	0
18	1369	22364	1
1143	35847	11911	1
972	29982	34392	1
668	30692	8219	0
269	8401	34180	1
940	29039	32091	1
29	2690	13502	0
404	18527	29306	0
31	2406	35423	1
662	19455	14872	1
5	57	33369	0
966	29816	26349	1
1038	31265	30776	1
1054	31655	19001	1
224	7775	7390	1
218	7540	26830	1
851	27125	3279	1
679	21187	5	1
557	27123	736	0
315	9563	8342	1
362	12404	9417	1
461	21399	25483	0
113	4083	22949	1
1132	35506	8979	1
478	22072	28145	0
348	12154	26349	1
234	12154	25672	0
1084	31920	7317	1
976	30121	2803	1
371	16056	28585	0
95	4663	27830	0
13	146	30943	1
457	20941	16155	0
619	28437	9580	0
611	18698	27355	1
546	27011	10078	0
524	15512	4626	1
471	14462	35506	1
428	19196	26491	0
335	15081	15056	0
203	7390	7775	1
817	27018	3696	1
138	7390	35523	0
498	15329	8183	1
319	9563	14956	1
566	27124	6603	0
804	36454	9483	0
204	9291	23564	0
343	12154	3443	1
999	30692	15577	1
290	14010	13134	0
279	13131	22782	0
742	34007	35154	0
808	36966	28081	0
836	27124	3278	1
163	6374	35318	1
484	22072	12147	0
609	28001	17144	0
226	12032	8749	0
728	22302	11733	1
1021	30927	28644	1
206	9360	10226	0
117	4083	30698	1
770	35847	14785	0
978	30121	25669	1
1154	36175	27124	1
1009	30722	1635	1
1137	35760	31801	1
683	30927	34599	0
1036	31265	15549	1
939	29039	20996	1
196	9142	26063	0
510	15460	33882	1
291	14014	16252	0
701	22071	14747	1
205	7390	8979	1
67	3192	501	1
692	31053	3046	0
645	29687	33538	0
299	9291	13620	1
1100	33885	16749	1
251	8183	31655	1
4	5	12597	1
603	27833	13515	0
698	22061	318	1
491	22302	13040	0
550	27018	33121	0
1077	31798	32044	1
359	15512	2151	0
43	3134	35065	0
501	15329	26349	1
169	8224	8258	0
738	33882	16513	0
266	12701	22170	0
1023	30951	12154	1
652	29816	206	0
794	26349	19001	1
789	36352	30069	0
261	12404	22382	0
312	14462	33976	0
38	2690	130	1
399	12722	14641	1
525	25989	21329	0
310	14462	15676	0
691	31053	3413	0
378	17835	34427	0
1085	32285	18909	1
612	28115	32120	0
611	28115	36081	0
49	3192	29529	0
863	27203	13490	1
1069	31705	25781	1
58	3443	17007	0
749	23139	36295	1
17	1987	19868	0
554	27123	12604	0
488	14753	36759	1
232	7775	24802	1
495	22302	13882	0
124	6834	7632	0
621	28444	2297	0
614	28188	13365	0
832	27123	35319	1
793	26349	15287	1
470	22061	21553	0
107	4083	412	1
406	12931	20996	1
164	8183	3096	0
475	22071	11948	0
150	5674	12168	1
877	27341	32190	1
503	15381	3696	1
349	15506	20682	0
639	19196	27322	1
446	14278	13757	1
235	12154	17227	0
460	21187	8707	0
353	12404	313	1
89	3696	12154	1
127	6834	2788	0
520	15512	5	1
132	4614	25482	1
954	29486	35922	1
983	30567	456	1
497	22562	34188	0
1047	31493	36141	1
334	12032	8911	1
110	4083	19196	1
402	18490	28257	0
326	14753	26784	0
141	4946	9060	1
699	22061	17669	1
188	8682	27400	0
608	28001	16290	0
29	2371	31337	1
1029	31053	14278	1
562	17576	12032	1
505	15445	25205	1
631	19196	16142	1
661	30121	3811	0
791	36352	9688	0
730	33240	19081	0
716	22072	27557	1
144	7540	32018	0
602	27833	7727	0
514	23451	23055	0
517	25166	15745	0
1142	35847	6966	1
571	27124	31061	0
0	5	456	1
807	36966	23503	0
305	14307	17321	0
151	7775	31064	0
581	18037	19024	1
869	27341	3696	1
1024	31031	9360	1
53	3049	28790	1
254	12404	23521	0
401	12722	18136	1
277	13131	8207	0
527	26203	25344	0
79	4083	29132	0
721	22072	35847	1
595	18324	2346	1
241	12404	4695	0
632	19196	16677	1
320	14554	34175	0
814	27011	4544	1
748	23139	7775	1
301	14307	34828	0
1	5	3527	1
129	7382	16126	0
723	22184	22363	1
166	6520	3443	1
20	1369	28790	1
821	27123	409	1
284	13591	26680	0
584	18041	35318	1
104	5674	9553	0
248	12404	26075	0
74	3443	4083	1
204	7390	8914	1
655	29982	12088	0
618	28420	36409	0
40	2814	2757	1
507	15460	9360	1
527	15512	14733	1
364	15527	9405	0
594	27350	8433	0
343	15460	4378	0
135	7390	717	0
6	57	4876	0
671	19599	9360	1
727	31920	27602	0
77	4083	13937	0
54	3443	13831	0
721	31750	30535	0
190	6834	30943	1
623	28528	14999	0
613	18698	34392	1
866	27203	28318	1
346	15495	2100	0
65	3134	35922	1
315	14462	6144	0
174	8241	15705	0
182	6834	3514	1
1066	31705	18087	1
267	12709	6150	0
526	26203	16203	0
144	4946	35319	1
424	19196	4429	0
118	6520	10960	0
750	23143	3562	1
802	26518	3279	1
733	33240	36059	0
793	36400	37056	0
12	146	4276	1
542	26632	13755	0
265	12701	21569	0
330	14986	31373	0
295	9142	35578	1
216	7540	15460	1
287	8682	27828	1
42	3122	13278	0
750	34737	52	0
142	7540	34175	0
443	19447	26383	0
18	1987	3044	0
910	28230	34180	1
384	12404	35431	1
1173	36352	27828	1
657	19447	35423	1
483	14753	12323	1
257	8224	35319	1
552	16056	13131	1
1091	33240	26830	1
93	4614	13814	0
407	12931	22302	1
960	29687	18315	1
320	9563	19599	1
32	2814	22378	0
795	36400	21910	0
286	8682	22263	1
703	22071	18980	1
156	6281	12154	1
561	27124	27546	0
1053	31655	13490	1
444	19455	19726	0
459	14381	35506	1
226	7775	13178	1
709	31655	12640	0
183	8486	9422	0
152	7775	23292	0
1151	36175	13591	1
1163	36295	23130	1
887	27494	21829	1
481	14554	36293	1
475	14554	17691	1
313	14462	22752	0
47	2814	28564	1
665	30609	10716	0
1008	30692	37078	1
688	31031	7136	0
128	6834	10617	0
1166	36335	27123	1
462	14462	4553	1
792	36352	27257	0
404	12838	24802	1
391	18041	13705	0
439	19447	10333	0
386	12404	35578	1
347	12154	21350	1
