	TF	Target	Label
151	5674	35318	1
152	5674	35319	1
154	5697	35319	1
155	5798	14463	1
156	6281	12154	1
159	6374	3258	1
160	6374	20996	1
161	6374	32093	1
163	6374	35318	1
164	6414	409	1
166	6520	3443	1
167	6520	4083	1
170	6520	19196	1
171	6520	19455	1
173	6520	27085	1
174	6520	33895	1
175	6520	35195	1
176	6697	7390	1
179	6697	36272	1
181	6834	330	1
182	6834	3514	1
189	6834	25708	1
190	6834	30943	1
191	6834	31288	1
193	6834	34180	1
194	6834	35520	1
195	7382	2921	1
196	7382	5645	1
200	7390	3595	1
202	7390	5812	1
203	7390	7775	1
204	7390	8914	1
205	7390	8979	1
206	7390	13253	1
208	7390	19058	1
209	7390	21350	1
210	7390	31518	1
212	7540	9360	1
213	7540	12816	1
214	7540	12819	1
216	7540	15460	1
218	7540	26830	1
220	7540	30943	1
222	7775	3595	1
223	7775	4553	1
224	7775	7390	1
225	7775	8342	1
226	7775	13178	1
227	7775	14020	1
228	7775	14118	1
229	7775	15329	1
230	7775	18037	1
231	7775	23139	1
232	7775	24802	1
234	7775	35506	1
236	7860	14956	1
239	8119	12154	1
240	8119	26349	1
244	8183	15381	1
245	8183	15604	1
247	8183	26018	1
248	8183	26349	1
249	8183	27018	1
251	8183	31655	1
252	8183	36295	1
254	8189	26349	1
255	8224	21267	1
256	8224	31171	1
257	8224	35319	1
258	8241	23425	1
260	8241	31171	1
262	8241	35319	1
263	8342	26349	1
264	8401	6834	1
266	8401	9360	1
269	8401	34180	1
271	8456	15381	1
274	8486	4110	1
276	8486	9291	1
277	8486	14511	1
278	8486	30828	1
279	8486	31330	1
281	8682	2803	1
282	8682	2804	1
283	8682	9159	1
284	8682	12673	1
286	8682	22263	1
287	8682	27828	1
288	8682	28790	1
289	8682	34310	1
290	8682	36293	1
291	8818	2921	1
292	8979	7390	1
294	9142	27334	1
295	9142	35578	1
296	9224	6834	1
297	9291	2757	1
299	9291	13620	1
301	9291	14511	1
302	9291	14827	1
304	9291	28564	1
306	9291	35536	1
308	9360	2366	1
309	9360	6448	1
311	9360	31031	1
313	9554	26349	1
314	9563	431	1
315	9563	8342	1
316	9563	9919	1
317	9563	12670	1
319	9563	14956	1
320	9563	19599	1
321	9563	20079	1
323	9563	31881	1
324	9563	34992	1
325	9563	36352	1
326	9606	25191	1
327	9764	2921	1
330	12032	7081	1
331	12032	7911	1
332	12032	8047	1
333	12032	8628	1
334	12032	8911	1
335	12032	8925	1
336	12032	17781	1
337	12032	19705	1
338	12032	21760	1
339	12032	23120	1
340	12032	31288	1
341	12032	34950	1
342	12154	3103	1
343	12154	3443	1
344	12154	7390	1
345	12154	8813	1
346	12154	13253	1
347	12154	21350	1
348	12154	26349	1
352	12404	295	1
353	12404	313	1
354	12404	1751	1
355	12404	3118	1
356	12404	6378	1
357	12404	7860	1
360	12404	8577	1
362	12404	9417	1
363	12404	9563	1
367	12404	16477	1
368	12404	17587	1
370	12404	19196	1
373	12404	21652	1
374	12404	22920	1
375	12404	25333	1
377	12404	26928	1
379	12404	27355	1
381	12404	31734	1
382	12404	32368	1
384	12404	35431	1
386	12404	35578	1
387	12404	36967	1
388	12404	36983	1
390	12670	27123	1
391	12701	3696	1
394	12701	15381	1
395	12701	26349	1
396	12709	8183	1
398	12722	14639	1
399	12722	14641	1
400	12722	17264	1
401	12722	18136	1
403	12722	18187	1
404	12838	24802	1
406	12931	20996	1
407	12931	22302	1
408	12931	27833	1
410	13131	6827	1
412	13131	8748	1
413	13131	15549	1
419	13337	8183	1
422	13357	22566	1
423	13357	22737	1
427	13407	23139	1
428	13591	8748	1
430	13591	13131	1
431	13591	28451	1
432	13591	36416	1
433	13614	19599	1
434	14010	8183	1
435	14010	36295	1
437	14014	30567	1
438	14020	15329	1
441	14022	12154	1
443	14118	7775	1
444	14118	12154	1
445	14118	15329	1
446	14278	13757	1
447	14278	22057	1
448	14278	31798	1
449	14278	32044	1
450	14307	14747	1
451	14307	14956	1
452	14307	17572	1
454	14307	25999	1
455	14307	35776	1
456	14307	36759	1
458	14381	5595	1
459	14381	35506	1
460	14423	9360	1
461	14462	3595	1
462	14462	4553	1
463	14462	8342	1
464	14462	13178	1
465	14462	14020	1
466	14462	14118	1
467	14462	15329	1
468	14462	18037	1
469	14462	24802	1
471	14462	35506	1
473	14554	978	1
475	14554	17691	1
477	14554	19017	1
478	14554	19460	1
480	14554	30005	1
481	14554	36293	1
483	14753	12323	1
485	14753	19196	1
486	14753	27324	1
488	14753	36759	1
490	14986	13614	1
492	15058	23130	1
493	15058	36991	1
494	15081	4276	1
495	15081	25716	1
496	15081	30943	1
497	15081	36119	1
498	15329	8183	1
499	15329	14118	1
501	15329	26349	1
502	15329	36295	1
503	15381	3696	1
505	15445	25205	1
507	15460	9360	1
509	15460	31031	1
510	15460	33882	1
512	15495	13958	1
514	15506	4110	1
516	15506	9291	1
517	15506	28048	1
518	15506	30828	1
520	15512	5	1
521	15512	456	1
522	15512	3527	1
523	15512	4278	1
524	15512	4626	1
526	15512	12597	1
527	15512	14733	1
530	15512	18354	1
532	15512	21267	1
533	15512	22594	1
536	15512	34992	1
537	15512	35319	1
540	15516	22562	1
541	15527	146	1
543	15550	9060	1
545	15577	21722	1
546	15577	25908	1
548	15577	30943	1
549	15683	55	1
551	15756	12339	1
552	16056	13131	1
553	16142	9919	1
556	16142	14956	1
557	16142	19196	1
562	17576	12032	1
564	17666	34392	1
566	17835	9360	1
567	17835	12816	1
568	17835	12819	1
570	17884	14511	1
571	17884	15506	1
574	17884	31330	1
575	17884	35599	1
576	18037	3595	1
577	18037	6697	1
578	18037	7390	1
579	18037	8979	1
580	18037	13702	1
581	18037	19024	1
582	18041	17691	1
583	18041	34392	1
584	18041	35318	1
587	18080	20996	1
588	18080	32093	1
590	18227	15604	1
591	18227	19017	1
592	18227	34392	1
595	18324	2346	1
596	18324	5160	1
598	18324	21280	1
599	18324	30943	1
602	18490	26092	1
603	18490	30567	1
604	18527	35318	1
605	18644	34392	1
606	18698	7392	1
608	18698	12339	1
609	18698	17691	1
610	18698	19017	1
611	18698	27355	1
612	18698	32157	1
613	18698	34392	1
614	18698	34737	1
615	18698	34740	1
618	18879	14733	1
620	19001	12154	1
622	19001	31655	1
623	19019	27123	1
624	19019	27124	1
626	19196	313	1
627	19196	5674	1
630	19196	14747	1
631	19196	16142	1
632	19196	16677	1
633	19196	17572	1
634	19196	18527	1
635	19196	18909	1
636	19196	19455	1
638	19196	25999	1
639	19196	27322	1
640	19196	27324	1
643	19196	35319	1
644	19196	35524	1
645	19196	35776	1
646	19196	36759	1
648	19196	36983	1
649	19305	34180	1
651	19447	19019	1
652	19447	22845	1
653	19447	27123	1
654	19447	27124	1
656	19447	35319	1
657	19447	35423	1
658	19455	7381	1
660	19455	9417	1
661	19455	14747	1
662	19455	14872	1
663	19455	19196	1
665	19455	27324	1
666	19455	36759	1
668	19576	3443	1
669	19578	16749	1
670	19578	18909	1
671	19599	9360	1
673	19599	15460	1
676	20941	14118	1
677	20941	15329	1
679	21187	5	1
680	21187	3527	1
681	21187	14733	1
685	21399	30567	1
686	21399	35922	1
689	21626	9711	1
690	21626	15604	1
691	21701	7052	1
694	21701	27334	1
696	21701	30698	1
697	21701	35578	1
698	22061	318	1
699	22061	17669	1
701	22071	14747	1
703	22071	18980	1
704	22071	19196	1
705	22071	31115	1
706	22071	34964	1
707	22071	35389	1
708	22072	6966	1
709	22072	8183	1
712	22072	11911	1
713	22072	13490	1
714	22072	19001	1
715	22072	27203	1
716	22072	27557	1
717	22072	27686	1
718	22072	28318	1
719	22072	31655	1
721	22072	35847	1
722	22101	20079	1
723	22184	22363	1
724	22184	22364	1
726	22302	3174	1
727	22302	8828	1
728	22302	11733	1
731	22302	22395	1
733	22302	34392	1
734	22562	23130	1
735	22562	36991	1
739	22929	4110	1
741	22929	9291	1
742	22929	30828	1
744	23130	22421	1
746	23130	37199	1
747	23139	7390	1
748	23139	7775	1
749	23139	36295	1
750	23143	3562	1
751	23143	7390	1
753	23143	8665	1
756	23143	24802	1
758	23143	37007	1
759	23280	12296	1
760	23280	26907	1
763	23451	15381	1
764	23451	30567	1
768	25166	7317	1
770	25166	9360	1
771	25166	12816	1
772	25166	12819	1
774	25166	34180	1
775	25191	3696	1
777	25191	22562	1
778	25191	26349	1
780	25855	14733	1
781	25855	18879	1
782	25989	19017	1
784	26203	6827	1
785	26203	12663	1
786	26203	15549	1
787	26203	30776	1
788	26349	3696	1
789	26349	8119	1
790	26349	8183	1
792	26349	12154	1
793	26349	15287	1
794	26349	19001	1
797	26349	27484	1
800	26518	1711	1
802	26518	3279	1
803	26518	36404	1
804	26632	12032	1
805	26632	19080	1
806	26632	19671	1
807	26632	21760	1
808	26632	31801	1
810	26907	12296	1
813	27011	3696	1
814	27011	4544	1
816	27011	25716	1
817	27018	3696	1
818	27018	15381	1
819	27018	26349	1
821	27123	409	1
823	27123	5461	1
824	27123	5697	1
825	27123	9060	1
826	27123	14613	1
828	27123	21692	1
829	27123	27124	1
831	27123	31337	1
832	27123	35319	1
833	27124	1862	1
834	27124	3258	1
836	27124	3278	1
837	27124	5461	1
838	27124	5697	1
842	27124	17572	1
843	27124	17701	1
844	27124	21692	1
845	27124	31171	1
846	27124	31337	1
848	27124	35319	1
850	27125	3258	1
851	27125	3279	1
852	27125	5461	1
853	27125	5697	1
854	27125	14100	1
856	27125	21692	1
857	27125	31171	1
858	27125	31337	1
859	27125	35319	1
860	27130	8183	1
861	27203	6966	1
862	27203	11911	1
863	27203	13490	1
864	27203	27557	1
865	27203	27686	1
866	27203	28318	1
869	27341	3696	1
870	27341	12154	1
872	27341	26349	1
875	27341	28725	1
877	27341	32190	1
878	27341	36827	1
879	27350	13958	1
882	27437	30987	1
883	27494	9728	1
885	27494	17388	1
887	27494	21829	1
888	27494	31645	1
889	27494	32091	1
891	27833	12931	1
893	27833	20996	1
894	27833	22302	1
896	27862	7613	1
897	27862	8828	1
900	27975	1635	1
901	27990	28528	1
902	28001	18037	1
903	28001	30567	1
904	28115	17572	1
905	28115	17701	1
906	28115	35318	1
907	28188	20079	1
908	28188	21267	1
909	28230	26830	1
910	28230	34180	1
911	28420	4278	1
912	28420	25205	1
914	28437	24802	1
915	28444	9417	1
916	28444	28375	1
918	28528	318	1
919	28528	22061	1
923	28541	14118	1
924	28541	15329	1
926	28541	23139	1
927	28541	26349	1
930	28541	36272	1
933	28638	7706	1
934	28638	13620	1
936	28638	30943	1
937	29039	7613	1
939	29039	20996	1
940	29039	32091	1
942	29062	8183	1
944	29062	22562	1
945	29062	24802	1
946	29062	26349	1
948	29062	36991	1
950	29146	22057	1
951	29277	22061	1
952	29378	29816	1
954	29486	35922	1
955	29687	51	1
957	29687	14863	1
959	29687	17701	1
960	29687	18315	1
961	29687	21692	1
962	29687	28081	1
963	29687	35318	1
964	29687	35319	1
966	29816	26349	1
967	29822	12032	1
970	29980	34392	1
972	29982	34392	1
974	30005	22229	1
975	30005	36293	1
976	30121	2803	1
977	30121	2804	1
978	30121	25669	1
980	30121	36352	1
982	30503	22421	1
983	30567	456	1
985	30567	15381	1
987	30609	26349	1
989	30692	2346	1
990	30692	4277	1
991	30692	4278	1
992	30692	5160	1
993	30692	7006	1
998	30692	14733	1
999	30692	15577	1
1002	30692	25781	1
1003	30692	25908	1
1004	30692	26830	1
1005	30692	27990	1
1006	30692	30943	1
1007	30692	34180	1
1008	30692	37078	1
1009	30722	1635	1
1012	30828	9291	1
1013	30828	26806	1
1016	30927	12524	1
1020	30927	27123	1
1021	30927	28644	1
1022	30927	34580	1
1023	30951	12154	1
1024	31031	9360	1
1026	31031	15460	1
1027	31031	33882	1
1029	31053	14278	1
1031	31053	31798	1
1032	31158	34737	1
1033	31265	1444	1
1034	31265	6827	1
1035	31265	12663	1
1036	31265	15549	1
1038	31265	30776	1
1039	31316	27508	1
1041	31331	29389	1
1044	31493	3554	1
1045	31493	22284	1
1046	31493	36087	1
1047	31493	36141	1
1048	31655	6966	1
1049	31655	8183	1
1052	31655	11911	1
1053	31655	13490	1
1054	31655	19001	1
1056	31655	27203	1
1057	31655	27557	1
1058	31655	27686	1
1059	31655	28318	1
1061	31655	35847	1
1062	31705	409	1
1063	31705	3122	1
1066	31705	18087	1
1069	31705	25781	1
1071	31705	27334	1
1073	31705	28528	1
1074	31750	19017	1
1076	31798	22057	1
1077	31798	32044	1
1079	31889	1444	1
1080	31889	3165	1
1083	31889	35506	1
1084	31920	7317	1
1085	32285	18909	1
1086	33240	7317	1
1087	33240	9360	1
1089	33240	22591	1
1091	33240	26830	1
1092	33240	34180	1
1093	33289	26349	1
1095	33465	15287	1
1096	33465	35578	1
1097	33882	9360	1
1098	33882	15460	1
1100	33885	16749	1
1101	33886	3443	1
1103	34007	12154	1
1104	34007	26349	1
1106	34156	8665	1
1108	34244	32190	1
1109	34590	12154	1
1112	34737	978	1
1113	34737	8523	1
1114	34737	16398	1
1115	34737	22229	1
1116	34737	34392	1
1118	34902	29541	1
1120	35279	35319	1
1121	35379	5160	1
1122	35379	9131	1
1123	35379	36742	1
1124	35422	9360	1
1127	35422	36851	1
1128	35423	19447	1
1129	35506	3595	1
1130	35506	6697	1
1131	35506	7390	1
1132	35506	8979	1
1133	35506	13702	1
1134	35506	19024	1
1135	35524	8748	1
1136	35760	17636	1
1137	35760	31801	1
1139	35776	14747	1
1140	35776	19196	1
1142	35847	6966	1
1143	35847	11911	1
1144	35847	13490	1
1145	35847	27557	1
1146	35847	27686	1
1147	35847	28318	1
1150	36175	1444	1
1151	36175	13591	1
1153	36175	27123	1
1154	36175	27124	1
1157	36293	12673	1
1158	36293	27828	1
1159	36293	28790	1
1160	36293	29748	1
1162	36295	22562	1
1163	36295	23130	1
1165	36295	36991	1
1166	36335	27123	1
1169	36352	15679	1
1170	36352	16207	1
1171	36352	23507	1
1172	36352	25669	1
1173	36352	27828	1
1178	36400	8183	1
1180	36400	8979	1
1181	36400	19001	1
1184	36400	26349	1
1185	36400	27018	1
1188	36400	30724	1
1189	36400	31655	1
1191	36415	52	1
1192	36415	25352	1
1196	36416	34392	1
1198	36454	4110	1
1200	36454	9291	1
1201	36454	30828	1
1204	36747	15381	1
1205	36966	8342	1
1206	36966	24802	1
0	5	29936	0
1	5	82	0
2	5	12625	0
3	5	8870	0
4	5	7616	0
5	57	33369	0
6	57	4876	0
7	146	34277	0
8	146	11866	0
9	978	27026	0
10	978	13406	0
11	1369	13016	0
12	1369	8437	0
13	1369	29297	0
14	1369	4944	0
15	1369	14016	0
16	1987	30863	0
17	1987	19868	0
18	1987	3044	0
19	1987	27813	0
20	1987	29187	0
21	1987	37064	0
22	2371	31891	0
23	2371	3856	0
24	2406	35896	0
25	2419	35076	0
26	2419	32357	0
27	2574	80	0
28	2690	9532	0
29	2690	13502	0
30	2814	7280	0
31	2814	31280	0
32	2814	22378	0
33	2814	13442	0
34	2814	28932	0
35	2814	22896	0
36	3049	14837	0
37	3049	20816	0
38	3049	13109	0
39	3049	35165	0
40	3122	33559	0
41	3122	2823	0
42	3122	13278	0
43	3134	35065	0
44	3134	4232	0
45	3134	31149	0
46	3134	31838	0
47	3134	26845	0
48	3192	3955	0
49	3192	29529	0
50	3192	33463	0
51	3192	7859	0
52	3192	19115	0
53	3443	26404	0
54	3443	13831	0
55	3443	22107	0
56	3443	32332	0
57	3443	25455	0
58	3443	17007	0
59	3443	25381	0
60	3696	21860	0
61	3696	15804	0
62	3696	9147	0
63	3696	6390	0
64	3735	27415	0
65	3852	19193	0
66	3921	2500	0
67	3931	5635	0
68	4020	13354	0
69	4020	17765	0
70	4020	1696	0
71	4020	36976	0
72	4020	13073	0
73	4083	3043	0
74	4083	31201	0
75	4083	3745	0
76	4083	35889	0
77	4083	13937	0
78	4083	6451	0
79	4083	29132	0
80	4083	4098	0
81	4083	14389	0
82	4083	30399	0
83	4322	16983	0
84	4341	21445	0
85	4588	19211	0
86	4614	11911	0
87	4614	30409	0
88	4614	7176	0
89	4614	28415	0
90	4614	29961	0
91	4614	25269	0
92	4614	35011	0
93	4614	13814	0
94	4614	35672	0
95	4663	27830	0
96	4846	23903	0
97	4946	30540	0
98	4946	35462	0
99	4946	9310	0
100	5442	35824	0
101	5674	30993	0
102	5674	16648	0
103	5674	7099	0
104	5674	9553	0
105	5697	1138	0
106	5798	16073	0
107	6281	35828	0
108	6374	4536	0
109	6374	27122	0
110	6374	29187	0
111	6374	37302	0
112	6414	30952	0
113	6520	34092	0
114	6520	34941	0
115	6520	37244	0
116	6520	26245	0
117	6520	15046	0
118	6520	10960	0
119	6520	27455	0
120	6697	6131	0
121	6697	13354	0
122	6834	34625	0
123	6834	8828	0
124	6834	7632	0
125	6834	21466	0
126	6834	37073	0
127	6834	2788	0
128	6834	10617	0
129	7382	16126	0
130	7382	14674	0
131	7390	15808	0
132	7390	1417	0
133	7390	12746	0
134	7390	18606	0
135	7390	717	0
136	7390	15987	0
137	7390	2221	0
138	7390	35523	0
139	7390	25275	0
140	7540	27336	0
141	7540	22568	0
142	7540	34175	0
143	7540	35695	0
144	7540	32018	0
145	7540	21917	0
146	7775	16883	0
147	7775	35058	0
148	7775	25379	0
149	7775	1877	0
150	7775	13360	0
151	7775	31064	0
152	7775	23292	0
153	7775	754	0
154	7775	4264	0
155	7775	37099	0
156	7775	12277	0
157	7775	8199	0
158	7860	25912	0
159	8119	17767	0
160	8119	14665	0
161	8183	23856	0
162	8183	27091	0
163	8183	25199	0
164	8183	3096	0
165	8183	27658	0
166	8183	19819	0
167	8183	28897	0
168	8189	25996	0
169	8224	8258	0
170	8224	35318	0
171	8224	5696	0
172	8241	3837	0
173	8241	34304	0
174	8241	15705	0
175	8342	34116	0
176	8401	31281	0
177	8401	14774	0
178	8401	30774	0
179	8456	32427	0
180	8486	26033	0
181	8486	35939	0
182	8486	17430	0
183	8486	9422	0
184	8486	29489	0
185	8682	21859	0
186	8682	30440	0
187	8682	25339	0
188	8682	27400	0
189	8682	34793	0
190	8682	14798	0
191	8682	26923	0
192	8682	35659	0
193	8682	16798	0
194	8818	28535	0
195	8979	29757	0
196	9142	26063	0
197	9142	10224	0
198	9224	25457	0
199	9291	17134	0
200	9291	22947	0
201	9291	27047	0
202	9291	9067	0
203	9291	2934	0
204	9291	23564	0
205	9360	13788	0
206	9360	10226	0
207	9360	2144	0
208	9554	32035	0
209	9563	26903	0
210	9563	8298	0
211	9563	28512	0
212	9563	7719	0
213	9563	28631	0
214	9563	19470	0
215	9563	31717	0
216	9563	2937	0
217	9563	26871	0
218	9563	20927	0
219	9606	27375	0
220	9764	35805	0
221	12032	30666	0
222	12032	16850	0
223	12032	32221	0
224	12032	14183	0
225	12032	16466	0
226	12032	8749	0
227	12032	2139	0
228	12032	14760	0
229	12032	18621	0
230	12032	4048	0
231	12032	33578	0
232	12032	31197	0
233	12154	12060	0
234	12154	25672	0
235	12154	17227	0
236	12154	25654	0
237	12154	26423	0
238	12154	18116	0
239	12154	21493	0
240	12404	18591	0
241	12404	4695	0
242	12404	18157	0
243	12404	2115	0
244	12404	31597	0
245	12404	17891	0
246	12404	17825	0
247	12404	3478	0
248	12404	26075	0
249	12404	19363	0
250	12404	22328	0
251	12404	27234	0
252	12404	23184	0
253	12404	13619	0
254	12404	23521	0
255	12404	2477	0
256	12404	27432	0
257	12404	21572	0
258	12404	11660	0
259	12404	26434	0
260	12404	7886	0
261	12404	22382	0
262	12404	27745	0
263	12670	16227	0
264	12701	21273	0
265	12701	21569	0
266	12701	22170	0
267	12709	6150	0
268	12722	7983	0
269	12722	28068	0
270	12722	15483	0
271	12722	13954	0
272	12722	14074	0
273	12838	37264	0
274	12931	19272	0
275	12931	28366	0
276	12931	15376	0
277	13131	8207	0
278	13131	6268	0
279	13131	22782	0
280	13337	206	0
281	13357	12465	0
282	13357	34428	0
283	13407	19202	0
284	13591	26680	0
285	13591	23225	0
286	13591	33614	0
287	13591	32501	0
288	13614	17821	0
289	14010	34380	0
290	14010	13134	0
291	14014	16252	0
292	14020	34203	0
293	14022	21019	0
294	14118	6640	0
295	14118	36119	0
296	14118	8478	0
297	14278	11404	0
298	14278	11600	0
299	14278	34053	0
300	14278	12401	0
301	14307	34828	0
302	14307	31974	0
303	14307	34901	0
304	14307	34840	0
305	14307	17321	0
306	14307	5587	0
307	14381	18262	0
308	14381	14173	0
309	14423	5158	0
310	14462	15676	0
311	14462	9785	0
312	14462	33976	0
313	14462	22752	0
314	14462	329	0
315	14462	6144	0
316	14462	33191	0
317	14462	3695	0
318	14462	17241	0
319	14462	10199	0
320	14554	34175	0
321	14554	12307	0
322	14554	35623	0
323	14554	27646	0
324	14554	30109	0
325	14554	3831	0
326	14753	26784	0
327	14753	4527	0
328	14753	4222	0
329	14753	18595	0
330	14986	31373	0
331	15058	15609	0
332	15058	5839	0
333	15081	18025	0
334	15081	23378	0
335	15081	15056	0
336	15081	2242	0
337	15329	8398	0
338	15329	17558	0
339	15329	36436	0
340	15329	25540	0
341	15381	21047	0
342	15445	13524	0
343	15460	4378	0
344	15460	35101	0
345	15460	21519	0
346	15495	2100	0
347	15506	15586	0
348	15506	3455	0
349	15506	20682	0
350	15506	21521	0
351	15512	25320	0
352	15512	15507	0
353	15512	18500	0
354	15512	23484	0
355	15512	10174	0
356	15512	13335	0
357	15512	32363	0
358	15512	30891	0
359	15512	2151	0
360	15512	36770	0
361	15512	21767	0
362	15512	2488	0
363	15516	451	0
364	15527	9405	0
365	15550	3513	0
366	15577	18066	0
367	15577	32193	0
368	15577	33578	0
369	15683	8114	0
370	15756	28611	0
371	16056	28585	0
372	16142	32396	0
373	16142	6768	0
374	16142	28026	0
375	17576	4071	0
376	17666	7673	0
377	17835	13398	0
378	17835	34427	0
379	17835	29984	0
380	17884	33798	0
381	17884	8427	0
382	17884	3326	0
383	17884	32991	0
384	18037	28364	0
385	18037	2949	0
386	18037	33469	0
387	18037	18553	0
388	18037	31209	0
389	18037	12608	0
390	18041	35563	0
391	18041	13705	0
392	18041	33843	0
393	18080	4934	0
394	18080	17678	0
395	18227	35350	0
396	18227	9269	0
397	18227	25433	0
398	18324	12939	0
399	18324	7068	0
400	18324	21491	0
401	18324	14034	0
402	18490	28257	0
403	18490	35001	0
404	18527	29306	0
405	18644	3729	0
406	18698	30165	0
407	18698	9002	0
408	18698	15823	0
409	18698	27396	0
410	18698	29432	0
411	18698	6349	0
412	18698	5953	0
413	18698	14068	0
414	18698	15717	0
415	18879	4294	0
416	19001	21335	0
417	19001	26842	0
418	19019	37082	0
419	19019	31478	0
420	19196	6471	0
421	19196	21158	0
422	19196	5667	0
423	19196	35396	0
424	19196	4429	0
425	19196	27701	0
426	19196	14179	0
427	19196	35204	0
428	19196	26491	0
429	19196	21979	0
430	19196	2035	0
431	19196	3393	0
432	19196	35320	0
433	19196	8254	0
434	19196	2745	0
435	19196	30965	0
436	19196	34554	0
437	19305	31538	0
438	19447	36465	0
439	19447	10333	0
440	19447	18262	0
441	19447	2826	0
442	19447	18946	0
443	19447	26383	0
444	19455	19726	0
445	19455	12938	0
446	19455	35853	0
447	19455	26242	0
448	19455	26734	0
449	19455	26551	0
450	19455	26332	0
451	19576	7519	0
452	19578	3808	0
453	19578	19714	0
454	19599	34754	0
455	19599	21897	0
456	20941	31583	0
457	20941	16155	0
458	21187	26599	0
459	21187	19349	0
460	21187	8707	0
461	21399	25483	0
462	21399	17652	0
463	21626	32025	0
464	21626	35297	0
465	21701	23038	0
466	21701	3274	0
467	21701	34883	0
468	21701	26608	0
469	22061	36972	0
470	22061	21553	0
471	22071	18928	0
472	22071	9203	0
473	22071	2750	0
474	22071	34463	0
475	22071	11948	0
476	22071	4178	0
477	22072	18108	0
478	22072	28145	0
479	22072	15768	0
480	22072	1293	0
481	22072	2537	0
482	22072	18656	0
483	22072	6240	0
484	22072	12147	0
485	22072	30063	0
486	22072	27834	0
487	22072	221	0
488	22101	2108	0
489	22184	20037	0
490	22184	8544	0
491	22302	13040	0
492	22302	22569	0
493	22302	9731	0
494	22302	15649	0
495	22302	13882	0
496	22562	27064	0
497	22562	34188	0
498	22929	31252	0
499	22929	2715	0
500	22929	17775	0
501	23130	5805	0
502	23130	14001	0
503	23139	8178	0
504	23139	31427	0
505	23139	35494	0
506	23143	12137	0
507	23143	30494	0
508	23143	1364	0
509	23143	36042	0
510	23143	32370	0
511	23280	4386	0
512	23280	30990	0
513	23451	25423	0
514	23451	23055	0
515	25166	37224	0
516	25166	15572	0
517	25166	15745	0
518	25166	21562	0
519	25166	14313	0
520	25191	9581	0
521	25191	19344	0
522	25191	36443	0
523	25855	37215	0
524	25855	13741	0
525	25989	21329	0
526	26203	16203	0
527	26203	25344	0
528	26203	17708	0
529	26203	17470	0
530	26349	31624	0
531	26349	15907	0
532	26349	27725	0
533	26349	9175	0
534	26349	29038	0
535	26349	17974	0
536	26349	1332	0
537	26518	22738	0
538	26518	6575	0
539	26518	21501	0
540	26632	10159	0
541	26632	8254	0
542	26632	13755	0
543	26632	35600	0
544	26632	4267	0
545	26907	25199	0
546	27011	10078	0
547	27011	31396	0
548	27011	12260	0
549	27018	5128	0
550	27018	33121	0
551	27018	30986	0
552	27123	8557	0
553	27123	26569	0
554	27123	12604	0
555	27123	2092	0
556	27123	34431	0
557	27123	736	0
558	27123	24252	0
559	27123	4366	0
560	27123	14477	0
561	27124	27546	0
562	27124	34299	0
563	27124	30142	0
564	27124	9135	0
565	27124	35375	0
566	27124	6603	0
567	27124	9017	0
568	27124	36242	0
569	27124	12595	0
570	27124	37010	0
571	27124	31061	0
572	27125	1101	0
573	27125	35042	0
574	27125	13669	0
575	27125	32314	0
576	27125	31324	0
577	27125	12959	0
578	27125	1568	0
579	27125	6410	0
580	27125	8638	0
